centrality,bin_low,bin_high,bin_center,bin_width,counts,dN_dpT_per_event,invariant_yield_proxy
5-10%,5.818094860166397,6.25073899901436,6.034416929590378,0.43264413884796316,10,1.0049427916748932,0.01656556203832823
5-10%,6.25073899901436,6.715555344637606,6.483147171825983,0.4648163456232455,5,0.4676928993457375,0.007175877973213734
5-10%,6.715555344637606,7.214936280974467,6.965245812806036,0.49938093633686087,2,0.1741286369018967,0.002486760162670588
5-10%,7.214936280974467,7.751452093993688,7.483194187484077,0.5365158130192214,2,0.16207634449725922,0.0021544318791822917
5-10%,7.751452093993688,8.327864200813686,8.039658147403687,0.5764121068199977,3,0.22628737506623522,0.0027997734512436633
5-10%,8.327864200813686,8.947139362563245,8.637501781688465,0.6192751617495595,1,0.07020830731646269,0.0008085381223320584
5-10%,8.947139362563245,9.612464954136392,9.279802158349819,0.6653255915731471,1,0.06534884787275635,0.0007004858499967573
5-10%,9.612464954136392,10.327265369434123,9.969865161785258,0.7148004152977308,2,0.12165147064570611,0.0012137471629177338
5-10%,10.327265369434123,11.095219646529811,10.711242507981968,0.7679542770956882,0,0.0,0.0
5-10%,11.095219646529811,11.920280403473985,11.507750025001897,0.8250607569441737,0,0.0,0.0
5-10%,11.920280403473985,12.806694182200129,12.363487292837057,0.8864137787261441,0,0.0,0.0
5-10%,12.806694182200129,13.759023305240364,13.282858743720247,0.9523291230402346,0,0.0,0.0
5-10%,13.759023305240364,14.782169357746376,14.270596331493369,1.0231460525060125,2,0.08498935369603006,0.0005924102362604777
5-10%,14.782169357746376,15.88139841567617,15.331783886711273,1.0992290579297936,0,0.0,0.0
5-10%,15.88139841567617,17.062368149994857,16.471883282835513,1.180969734318687,2,0.07363145660061857,0.0004446520353738318
5-10%,17.062368149994857,18.331156946393122,17.696762548193988,1.2687887963982654,0,0.0,0.0
5-10%,18.331156946393122,19.694295190401107,19.012726068397114,1.3631382440079847,1,0.03189570908210139,0.00016687374766694433
5-10%,19.694295190401107,21.158798878920376,20.426547034660743,1.4645036885192688,2,0.059376102921973845,0.0002891457947325255
5-10%,21.158798878920376,22.732205731170623,21.9455023050455,1.5734068522502476,1,0.027633196593356436,0.00012525231167332586
